dataset,balancing_method,scaler_type,model_name,Recall,F2_Score,Precision,Exactitud,F1_Score,Sensibilidad,Especificidad,Error,TP_Rate,FP_Rate,MCC,BER,ROC_AUC,TP,TN,FP,FN
derby-10.5.1.1,unbalanced,standard,svm,0.35064935064935066,0.36684782608695654,0.45,0.8465804066543438,0.39416058394160586,0.35064935064935066,0.9288793103448276,0.1534195933456562,0.35064935064935066,0.07112068965517242,0.3110158582452059,0.36023566950291086,0.6733934169278998,27,431,33,50
derby-10.5.1.1,unbalanced,standard,naive_bayes_gaussian,0.37662337662337664,0.3897849462365591,0.453125,0.8465804066543438,0.41134751773049644,0.37662337662337664,0.9245689655172413,0.1534195933456562,0.37662337662337664,0.07543103448275862,0.325836027278147,0.349403828929691,0.7750923645320197,29,429,35,48
derby-10.5.1.1,unbalanced,standard,decision_tree,0.4155844155844156,0.42780748663101603,0.48484848484848486,0.8539741219963032,0.44755244755244755,0.4155844155844156,0.9267241379310345,0.14602587800369685,0.4155844155844156,0.07327586206896551,0.3654292710456679,0.328845723242275,0.6748488580385132,32,430,34,45
derby-10.5.1.1,unbalanced,robust,svm,0.19480519480519481,0.2148997134670487,0.36585365853658536,0.8373382624768947,0.2542372881355932,0.19480519480519481,0.9439655172413793,0.16266173752310537,0.19480519480519481,0.05603448275862069,0.18319990285529889,0.4306146439767129,0.6193181818181818,15,438,26,62
derby-10.5.1.1,unbalanced,robust,naive_bayes_gaussian,0.03896103896103896,0.04716981132075472,0.3,0.8502772643253235,0.06896551724137931,0.03896103896103896,0.9849137931034483,0.14972273567467653,0.03896103896103896,0.015086206896551725,0.06192947776917114,0.48806258396775637,0.7672973578145993,3,457,7,74
derby-10.5.1.1,unbalanced,robust,decision_tree,0.3246753246753247,0.3351206434316354,0.38461538461538464,0.8299445471349353,0.352112676056338,0.3246753246753247,0.9137931034482759,0.17005545286506468,0.3246753246753247,0.08620689655172414,0.2562566162680674,0.38076578593819965,0.6832596283027318,25,424,40,52
derby-10.5.1.1,csbboost,standard,svm,0.3246753246753247,0.3148614609571788,0.2808988764044944,0.7855822550831792,0.30120481927710846,0.3246753246753247,0.8620689655172413,0.2144177449168207,0.3246753246753247,0.13793103448275862,0.1759897863406045,0.406627854903717,0.732282803403493,25,400,64,52
derby-10.5.1.1,csbboost,standard,naive_bayes_gaussian,0.44155844155844154,0.4461942257217848,0.4657534246575342,0.8484288354898336,0.4533333333333333,0.44155844155844154,0.915948275862069,0.15157116451016636,0.44155844155844154,0.08405172413793104,0.365598329530594,0.3212466412897448,0.7829573443797583,34,425,39,43
derby-10.5.1.1,csbboost,standard,decision_tree,0.5454545454545454,0.4861111111111111,0.3387096774193548,0.7837338262476895,0.417910447761194,0.5454545454545454,0.8232758620689655,0.21626617375231053,0.5454545454545454,0.17672413793103448,0.30650279286053056,0.31563479623824453,0.6843652037617555,42,382,82,35
derby-10.5.1.1,csbboost,robust,svm,0.6883116883116883,0.517578125,0.25980392156862747,0.6765249537892791,0.37722419928825623,0.6883116883116883,0.6745689655172413,0.3234750462107209,0.6883116883116883,0.3254310344827586,0.26160023759401757,0.3185596730855351,0.7342140618002687,53,313,151,24
derby-10.5.1.1,csbboost,robust,naive_bayes_gaussian,0.025974025974025976,0.031746031746031744,0.2857142857142857,0.8521256931608133,0.047619047619047616,0.025974025974025976,0.9892241379310345,0.1478743068391867,0.025974025974025976,0.010775862068965518,0.046986795614635986,0.49240091804746977,0.7756101656963726,2,459,5,75
derby-10.5.1.1,csbboost,robust,decision_tree,0.5584415584415584,0.4942528735632184,0.33858267716535434,0.7818853974121996,0.4215686274509804,0.5584415584415584,0.8189655172413793,0.21811460258780038,0.5584415584415584,0.1810344827586207,0.31110884602111816,0.31129646215853113,0.688703537841469,43,380,84,34
derby-10.5.1.1,hcbou,standard,svm,0.6233766233766234,0.5251641137855579,0.3221476510067114,0.7597042513863216,0.4247787610619469,0.6233766233766234,0.7823275862068966,0.24029574861367836,0.6233766233766234,0.21767241379310345,0.3173055724210207,0.29714789520824003,0.7309393193013883,48,363,101,29
derby-10.5.1.1,hcbou,standard,naive_bayes_gaussian,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.844731977818854,0.45454545454545453,0.45454545454545453,0.9094827586206896,0.15526802218114602,0.45454545454545453,0.09051724137931035,0.3640282131661442,0.31798589341692796,0.7688647559337214,35,422,42,42
derby-10.5.1.1,hcbou,standard,decision_tree,0.5844155844155844,0.4807692307692308,0.28125,0.7282809611829945,0.379746835443038,0.5844155844155844,0.7521551724137931,0.27171903881700554,0.5844155844155844,0.2478448275862069,0.257666674864732,0.3317146215853113,0.6682853784146887,45,349,115,32
derby-10.5.1.1,hcbou,robust,svm,0.7272727272727273,0.5263157894736842,0.25,0.6506469500924215,0.37209302325581395,0.7272727272727273,0.6379310344827587,0.34935304990757854,0.7272727272727273,0.3620689655172414,0.2590514066753845,0.317398119122257,0.7353616211374832,56,296,168,21
derby-10.5.1.1,hcbou,robust,naive_bayes_gaussian,0.03896103896103896,0.047619047619047616,0.42857142857142855,0.8558225508317929,0.07142857142857142,0.03896103896103896,0.9913793103448276,0.14417744916820702,0.03896103896103896,0.008620689655172414,0.09380052752535066,0.48482982534706676,0.7956224809673085,3,460,4,74
derby-10.5.1.1,hcbou,robust,decision_tree,0.5584415584415584,0.4564755838641189,0.26380368098159507,0.7153419593345656,0.35833333333333334,0.5584415584415584,0.7413793103448276,0.2846580406654344,0.5584415584415584,0.25862068965517243,0.2283108279696886,0.35008956560680704,0.6499104343931932,43,344,120,34
