dataset,balancing_method,scaler_type,model_name,Recall,F2_Score,Precision,Exactitud,F1_Score,Sensibilidad,Especificidad,Error,TP_Rate,FP_Rate,MCC,BER,ROC_AUC,TP,TN,FP,FN
hbase-0.94.0,csbboost,robust,decision_tree,0.75,0.7205240174672489,0.6226415094339622,0.8537735849056604,0.6804123711340206,0.75,0.8809523809523809,0.14622641509433962,0.75,0.11904761904761904,0.5909368402852789,0.18452380952380953,0.8178436147186147,33,148,20,11
hbase-0.94.0,hcbou,standard,svm,0.6136363636363636,0.6081081081081081,0.5869565217391305,0.8301886792452831,0.6,0.6136363636363636,0.8869047619047619,0.16981132075471697,0.6136363636363636,0.1130952380952381,0.4924790780193824,0.2497294372294372,0.7835497835497836,27,149,19,17
hbase-0.94.0,hcbou,standard,naive_bayes_gaussian,0.7272727272727273,0.6504065040650406,0.45714285714285713,0.7641509433962265,0.5614035087719298,0.7272727272727273,0.7738095238095238,0.2358490566037736,0.7272727272727273,0.2261904761904762,0.4321124772077491,0.24945887445887438,0.7763798701298701,32,130,38,12
hbase-0.94.0,hcbou,standard,decision_tree,0.5681818181818182,0.5319148936170213,0.423728813559322,0.75,0.4854368932038835,0.5681818181818182,0.7976190476190477,0.25,0.5681818181818182,0.20238095238095238,0.3310198114254937,0.3170995670995671,0.6572646103896104,25,134,34,19
hbase-0.94.0,hcbou,robust,svm,0.7045454545454546,0.640495867768595,0.4696969696969697,0.7735849056603774,0.5636363636363636,0.7045454545454546,0.7916666666666666,0.22641509433962265,0.7045454545454546,0.20833333333333334,0.43461023756166406,0.25189393939393945,0.817775974025974,31,133,35,13
hbase-0.94.0,hcbou,robust,naive_bayes_gaussian,1.0,0.5684754521963824,0.20853080568720378,0.21226415094339623,0.34509803921568627,1.0,0.005952380952380952,0.7877358490566038,1.0,0.9940476190476191,0.03523144612071956,0.49702380952380953,0.723349567099567,44,1,167,0
hbase-0.94.0,hcbou,robust,decision_tree,0.5681818181818182,0.5341880341880342,0.43103448275862066,0.7547169811320755,0.49019607843137253,0.5681818181818182,0.8035714285714286,0.24528301886792453,0.5681818181818182,0.19642857142857142,0.33819049086929004,0.31412337662337664,0.6589556277056277,25,135,33,19
hbase-0.94.0,smote,standard,svm,0.5,0.4845814977973568,0.43137254901960786,0.7594339622641509,0.4631578947368421,0.5,0.8273809523809523,0.24056603773584906,0.5,0.17261904761904762,0.31062496762257064,0.33630952380952384,0.7786796536796536,22,139,29,22
hbase-0.94.0,smote,standard,naive_bayes_gaussian,0.45454545454545453,0.44642857142857145,0.4166666666666667,0.7547169811320755,0.43478260869565216,0.45454545454545453,0.8333333333333334,0.24528301886792453,0.45454545454545453,0.16666666666666666,0.27896396155288966,0.3560606060606061,0.7504734848484849,20,140,28,24
hbase-0.94.0,smote,standard,decision_tree,0.75,0.6875,0.515625,0.8018867924528302,0.6111111111111112,0.75,0.8154761904761905,0.19811320754716982,0.75,0.18452380952380953,0.49954481774476445,0.21726190476190477,0.7755681818181819,33,137,31,11
hbase-0.94.0,smote,robust,svm,0.7954545454545454,0.6529850746268657,0.3804347826086957,0.6886792452830188,0.5147058823529411,0.7954545454545454,0.6607142857142857,0.3113207547169811,0.7954545454545454,0.3392857142857143,0.3732691090633067,0.2719155844155845,0.7935606060606061,35,111,57,9
hbase-0.94.0,smote,robust,naive_bayes_gaussian,1.0,0.5684754521963824,0.20853080568720378,0.21226415094339623,0.34509803921568627,1.0,0.005952380952380952,0.7877358490566038,1.0,0.9940476190476191,0.03523144612071956,0.49702380952380953,0.7165854978354979,44,1,167,0
hbase-0.94.0,smote,robust,decision_tree,0.75,0.6875,0.515625,0.8018867924528302,0.6111111111111112,0.75,0.8154761904761905,0.19811320754716982,0.75,0.18452380952380953,0.49954481774476445,0.21726190476190477,0.7755681818181819,33,137,31,11
