route,balancing,dataset,scaler,model,TP,TN,FP,FN,P,N,Total,Error,Exactitud,TP_Rate,FP_Rate,Precision,Recall,Sensibilidad,Especificidad,F1_Score,Accuracy_sklearn,cv_best_score
nofs,unbalanced,derby-10.5.1.1,robust,svm,77,8,456,0,77,464,541,0.8428835489833642,0.15711645101663585,1.0,0.9827586206896551,0.14446529080675422,1.0,1.0,0.017241379310344827,0.25245901639344265,0.15711645101663585,0.4741935483870968
fs,unbalanced,derby-10.5.1.1,standard,decision_tree,22,407,57,55,77,464,541,0.20702402957486138,0.7929759704251387,0.2857142857142857,0.12284482758620689,0.27848101265822783,0.2857142857142857,0.2857142857142857,0.8771551724137931,0.28205128205128205,0.7929759704251387,0.38268817204301075
fs,unbalanced,derby-10.5.1.1,standard,naive_bayes_gaussian,26,434,30,51,77,464,541,0.14972273567467653,0.8502772643253235,0.33766233766233766,0.06465517241379311,0.4642857142857143,0.33766233766233766,0.33766233766233766,0.9353448275862069,0.39097744360902253,0.8502772643253235,0.3620430107526882
fs,unbalanced,derby-10.5.1.1,standard,svm,43,179,285,34,77,464,541,0.589648798521257,0.41035120147874304,0.5584415584415584,0.6142241379310345,0.13109756097560976,0.5584415584415584,0.5584415584415584,0.3857758620689655,0.2123456790123457,0.41035120147874304,0.6106451612903226
nofs,unbalanced,derby-10.5.1.1,standard,decision_tree,26,424,40,51,77,464,541,0.16820702402957485,0.8317929759704251,0.33766233766233766,0.08620689655172414,0.3939393939393939,0.33766233766233766,0.33766233766233766,0.9137931034482759,0.36363636363636365,0.8317929759704251,0.3991397849462366
nofs,unbalanced,derby-10.5.1.1,standard,naive_bayes_gaussian,29,429,35,48,77,464,541,0.1534195933456562,0.8465804066543438,0.37662337662337664,0.07543103448275862,0.453125,0.37662337662337664,0.37662337662337664,0.9245689655172413,0.41134751773049644,0.8465804066543438,0.4506451612903225
nofs,unbalanced,derby-10.5.1.1,standard,svm,24,359,105,53,77,464,541,0.2920517560073937,0.7079482439926063,0.3116883116883117,0.22629310344827586,0.18604651162790697,0.3116883116883117,0.3116883116883117,0.7737068965517241,0.23300970873786409,0.7079482439926063,0.48741935483870974
fs,csbboost,groovy-1_6_BETA_1,robust,decision_tree,10,118,33,4,14,151,165,0.22424242424242424,0.7757575757575758,0.7142857142857143,0.2185430463576159,0.23255813953488372,0.7142857142857143,0.7142857142857143,0.7814569536423841,0.3508771929824561,0.7757575757575758,0.9479166666666666
fs,csbboost,groovy-1_6_BETA_1,robust,naive_bayes_gaussian,13,0,151,1,14,151,165,0.9212121212121213,0.07878787878787878,0.9285714285714286,1.0,0.07926829268292683,0.9285714285714286,0.9285714285714286,0.0,0.14606741573033707,0.07878787878787878,0.9545454545454545
fs,csbboost,groovy-1_6_BETA_1,robust,svm,9,117,34,5,14,151,165,0.23636363636363636,0.7636363636363637,0.6428571428571429,0.2251655629139073,0.20930232558139536,0.6428571428571429,0.6428571428571429,0.7748344370860927,0.3157894736842105,0.7636363636363637,0.9847537878787879
nofs,csbboost,groovy-1_6_BETA_1,robust,decision_tree,10,118,33,4,14,151,165,0.22424242424242424,0.7757575757575758,0.7142857142857143,0.2185430463576159,0.23255813953488372,0.7142857142857143,0.7142857142857143,0.7814569536423841,0.3508771929824561,0.7757575757575758,0.9539772727272728
nofs,csbboost,groovy-1_6_BETA_1,robust,naive_bayes_gaussian,13,0,151,1,14,151,165,0.9212121212121213,0.07878787878787878,0.9285714285714286,1.0,0.07926829268292683,0.9285714285714286,0.9285714285714286,0.0,0.14606741573033707,0.07878787878787878,0.9303030303030303
nofs,csbboost,groovy-1_6_BETA_1,robust,svm,12,73,78,2,14,151,165,0.48484848484848486,0.5151515151515151,0.8571428571428571,0.5165562913907285,0.13333333333333333,0.8571428571428571,0.8571428571428571,0.48344370860927155,0.23076923076923078,0.5151515151515151,0.9633522727272726
fs,csbboost,groovy-1_6_BETA_1,standard,decision_tree,10,118,33,4,14,151,165,0.22424242424242424,0.7757575757575758,0.7142857142857143,0.2185430463576159,0.23255813953488372,0.7142857142857143,0.7142857142857143,0.7814569536423841,0.3508771929824561,0.7757575757575758,0.9479166666666666
fs,csbboost,groovy-1_6_BETA_1,standard,naive_bayes_gaussian,13,27,124,1,14,151,165,0.7575757575757576,0.24242424242424243,0.9285714285714286,0.8211920529801324,0.0948905109489051,0.9285714285714286,0.9285714285714286,0.17880794701986755,0.17218543046357615,0.24242424242424243,0.9332386363636364
fs,csbboost,groovy-1_6_BETA_1,standard,svm,10,93,58,4,14,151,165,0.37575757575757573,0.6242424242424243,0.7142857142857143,0.3841059602649007,0.14705882352941177,0.7142857142857143,0.7142857142857143,0.6158940397350994,0.24390243902439024,0.6242424242424243,0.9725378787878789
nofs,csbboost,groovy-1_6_BETA_1,standard,decision_tree,10,118,33,4,14,151,165,0.22424242424242424,0.7757575757575758,0.7142857142857143,0.2185430463576159,0.23255813953488372,0.7142857142857143,0.7142857142857143,0.7814569536423841,0.3508771929824561,0.7757575757575758,0.9539772727272728
nofs,csbboost,groovy-1_6_BETA_1,standard,naive_bayes_gaussian,4,140,11,10,14,151,165,0.12727272727272726,0.8727272727272727,0.2857142857142857,0.0728476821192053,0.26666666666666666,0.2857142857142857,0.2857142857142857,0.9271523178807947,0.27586206896551724,0.8727272727272727,0.41751893939393947
nofs,csbboost,groovy-1_6_BETA_1,standard,svm,4,139,12,10,14,151,165,0.13333333333333333,0.8666666666666667,0.2857142857142857,0.07947019867549669,0.25,0.2857142857142857,0.2857142857142857,0.9205298013245033,0.26666666666666666,0.8666666666666667,0.9757575757575758
fs,hcbou,groovy-1_6_BETA_1,robust,decision_tree,7,127,24,7,14,151,165,0.18787878787878787,0.8121212121212121,0.5,0.15894039735099338,0.22580645161290322,0.5,0.5,0.8410596026490066,0.3111111111111111,0.8121212121212121,0.9572916666666668
fs,hcbou,groovy-1_6_BETA_1,robust,naive_bayes_gaussian,13,0,151,1,14,151,165,0.9212121212121213,0.07878787878787878,0.9285714285714286,1.0,0.07926829268292683,0.9285714285714286,0.9285714285714286,0.0,0.14606741573033707,0.07878787878787878,0.99375
fs,hcbou,groovy-1_6_BETA_1,robust,svm,10,137,14,4,14,151,165,0.10909090909090909,0.8909090909090909,0.7142857142857143,0.09271523178807947,0.4166666666666667,0.7142857142857143,0.7142857142857143,0.9072847682119205,0.5263157894736842,0.8909090909090909,0.9756628787878789
nofs,hcbou,groovy-1_6_BETA_1,robust,decision_tree,9,128,23,5,14,151,165,0.1696969696969697,0.8303030303030303,0.6428571428571429,0.152317880794702,0.28125,0.6428571428571429,0.6428571428571429,0.847682119205298,0.391304347826087,0.8303030303030303,0.9632575757575758
nofs,hcbou,groovy-1_6_BETA_1,robust,naive_bayes_gaussian,13,0,151,1,14,151,165,0.9212121212121213,0.07878787878787878,0.9285714285714286,1.0,0.07926829268292683,0.9285714285714286,0.9285714285714286,0.0,0.14606741573033707,0.07878787878787878,0.99375
nofs,hcbou,groovy-1_6_BETA_1,robust,svm,9,120,31,5,14,151,165,0.21818181818181817,0.7818181818181819,0.6428571428571429,0.2052980132450331,0.225,0.6428571428571429,0.6428571428571429,0.7947019867549668,0.3333333333333333,0.7818181818181819,0.9296401515151516
fs,hcbou,groovy-1_6_BETA_1,standard,decision_tree,7,126,25,7,14,151,165,0.19393939393939394,0.806060606060606,0.5,0.16556291390728478,0.21875,0.5,0.5,0.8344370860927153,0.30434782608695654,0.806060606060606,0.9572916666666668
fs,hcbou,groovy-1_6_BETA_1,standard,naive_bayes_gaussian,12,21,130,2,14,151,165,0.8,0.2,0.8571428571428571,0.8609271523178808,0.08450704225352113,0.8571428571428571,0.8571428571428571,0.1390728476821192,0.15384615384615385,0.2,0.940909090909091
fs,hcbou,groovy-1_6_BETA_1,standard,svm,8,132,19,6,14,151,165,0.15151515151515152,0.8484848484848485,0.5714285714285714,0.12582781456953643,0.2962962962962963,0.5714285714285714,0.5714285714285714,0.8741721854304636,0.3902439024390244,0.8484848484848485,0.9603219696969697
nofs,hcbou,groovy-1_6_BETA_1,standard,decision_tree,5,130,21,9,14,151,165,0.18181818181818182,0.8181818181818182,0.35714285714285715,0.1390728476821192,0.19230769230769232,0.35714285714285715,0.35714285714285715,0.8609271523178808,0.25,0.8181818181818182,0.9633522727272726
nofs,hcbou,groovy-1_6_BETA_1,standard,naive_bayes_gaussian,10,93,58,4,14,151,165,0.37575757575757573,0.6242424242424243,0.7142857142857143,0.3841059602649007,0.14705882352941177,0.7142857142857143,0.7142857142857143,0.6158940397350994,0.24390243902439024,0.6242424242424243,0.9131628787878789
nofs,hcbou,groovy-1_6_BETA_1,standard,svm,7,137,14,7,14,151,165,0.12727272727272726,0.8727272727272727,0.5,0.09271523178807947,0.3333333333333333,0.5,0.5,0.9072847682119205,0.4,0.8727272727272727,0.9724431818181817
fs,smote,groovy-1_6_BETA_1,robust,decision_tree,7,135,16,7,14,151,165,0.1393939393939394,0.8606060606060606,0.5,0.10596026490066225,0.30434782608695654,0.5,0.5,0.8940397350993378,0.3783783783783784,0.8606060606060606,0.9510416666666668
fs,smote,groovy-1_6_BETA_1,robust,naive_bayes_gaussian,13,0,151,1,14,151,165,0.9212121212121213,0.07878787878787878,0.9285714285714286,1.0,0.07926829268292683,0.9285714285714286,0.9285714285714286,0.0,0.14606741573033707,0.07878787878787878,0.9484848484848485
fs,smote,groovy-1_6_BETA_1,robust,svm,7,114,37,7,14,151,165,0.26666666666666666,0.7333333333333333,0.5,0.24503311258278146,0.1590909090909091,0.5,0.5,0.7549668874172185,0.2413793103448276,0.7333333333333333,0.990814393939394
nofs,smote,groovy-1_6_BETA_1,robust,decision_tree,6,136,15,8,14,151,165,0.1393939393939394,0.8606060606060606,0.42857142857142855,0.09933774834437085,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.9006622516556292,0.34285714285714286,0.8606060606060606,0.9451704545454547
nofs,smote,groovy-1_6_BETA_1,robust,naive_bayes_gaussian,13,0,151,1,14,151,165,0.9212121212121213,0.07878787878787878,0.9285714285714286,1.0,0.07926829268292683,0.9285714285714286,0.9285714285714286,0.0,0.14606741573033707,0.07878787878787878,0.9454545454545455
nofs,smote,groovy-1_6_BETA_1,robust,svm,6,138,13,8,14,151,165,0.12727272727272726,0.8727272727272727,0.42857142857142855,0.08609271523178808,0.3157894736842105,0.42857142857142855,0.42857142857142855,0.9139072847682119,0.36363636363636365,0.8727272727272727,0.9727272727272727
fs,smote,groovy-1_6_BETA_1,standard,decision_tree,7,135,16,7,14,151,165,0.1393939393939394,0.8606060606060606,0.5,0.10596026490066225,0.30434782608695654,0.5,0.5,0.8940397350993378,0.3783783783783784,0.8606060606060606,0.9510416666666668
fs,smote,groovy-1_6_BETA_1,standard,naive_bayes_gaussian,10,69,82,4,14,151,165,0.5212121212121212,0.47878787878787876,0.7142857142857143,0.543046357615894,0.10869565217391304,0.7142857142857143,0.7142857142857143,0.45695364238410596,0.18867924528301888,0.47878787878787876,0.9271780303030303
fs,smote,groovy-1_6_BETA_1,standard,svm,6,144,7,8,14,151,165,0.09090909090909091,0.9090909090909091,0.42857142857142855,0.046357615894039736,0.46153846153846156,0.42857142857142855,0.42857142857142855,0.9536423841059603,0.4444444444444444,0.9090909090909091,0.9695075757575757
nofs,smote,groovy-1_6_BETA_1,standard,decision_tree,6,136,15,8,14,151,165,0.1393939393939394,0.8606060606060606,0.42857142857142855,0.09933774834437085,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.9006622516556292,0.34285714285714286,0.8606060606060606,0.9451704545454547
nofs,smote,groovy-1_6_BETA_1,standard,naive_bayes_gaussian,5,132,19,9,14,151,165,0.1696969696969697,0.8303030303030303,0.35714285714285715,0.12582781456953643,0.20833333333333334,0.35714285714285715,0.35714285714285715,0.8741721854304636,0.2631578947368421,0.8303030303030303,0.5599431818181818
nofs,smote,groovy-1_6_BETA_1,standard,svm,4,146,5,10,14,151,165,0.09090909090909091,0.9090909090909091,0.2857142857142857,0.033112582781456956,0.4444444444444444,0.2857142857142857,0.2857142857142857,0.9668874172185431,0.34782608695652173,0.9090909090909091,0.9696969696969697
fs,unbalanced,groovy-1_6_BETA_1,robust,decision_tree,5,142,9,9,14,151,165,0.10909090909090909,0.8909090909090909,0.35714285714285715,0.059602649006622516,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.9403973509933775,0.35714285714285715,0.8909090909090909,0.61
fs,unbalanced,groovy-1_6_BETA_1,robust,naive_bayes_gaussian,13,0,151,1,14,151,165,0.9212121212121213,0.07878787878787878,0.9285714285714286,1.0,0.07926829268292683,0.9285714285714286,0.9285714285714286,0.0,0.14606741573033707,0.07878787878787878,0.95
fs,unbalanced,groovy-1_6_BETA_1,robust,svm,5,132,19,9,14,151,165,0.1696969696969697,0.8303030303030303,0.35714285714285715,0.12582781456953643,0.20833333333333334,0.35714285714285715,0.35714285714285715,0.8741721854304636,0.2631578947368421,0.8303030303030303,0.7833333333333333
nofs,unbalanced,groovy-1_6_BETA_1,robust,decision_tree,4,138,13,10,14,151,165,0.1393939393939394,0.8606060606060606,0.2857142857142857,0.08609271523178808,0.23529411764705882,0.2857142857142857,0.2857142857142857,0.9139072847682119,0.25806451612903225,0.8606060606060606,0.5900000000000001
nofs,unbalanced,groovy-1_6_BETA_1,robust,naive_bayes_gaussian,13,0,151,1,14,151,165,0.9212121212121213,0.07878787878787878,0.9285714285714286,1.0,0.07926829268292683,0.9285714285714286,0.9285714285714286,0.0,0.14606741573033707,0.07878787878787878,1.0
nofs,unbalanced,groovy-1_6_BETA_1,robust,svm,13,0,151,1,14,151,165,0.9212121212121213,0.07878787878787878,0.9285714285714286,1.0,0.07926829268292683,0.9285714285714286,0.9285714285714286,0.0,0.14606741573033707,0.07878787878787878,0.8
fs,unbalanced,groovy-1_6_BETA_1,standard,decision_tree,5,142,9,9,14,151,165,0.10909090909090909,0.8909090909090909,0.35714285714285715,0.059602649006622516,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.9403973509933775,0.35714285714285715,0.8909090909090909,0.61
fs,unbalanced,groovy-1_6_BETA_1,standard,naive_bayes_gaussian,4,141,10,10,14,151,165,0.12121212121212122,0.8787878787878788,0.2857142857142857,0.06622516556291391,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.9337748344370861,0.2857142857142857,0.8787878787878788,0.45999999999999996
fs,unbalanced,groovy-1_6_BETA_1,standard,svm,5,118,33,9,14,151,165,0.2545454545454545,0.7454545454545455,0.35714285714285715,0.2185430463576159,0.13157894736842105,0.35714285714285715,0.35714285714285715,0.7814569536423841,0.19230769230769232,0.7454545454545455,0.4800000000000001
nofs,unbalanced,groovy-1_6_BETA_1,standard,decision_tree,4,138,13,10,14,151,165,0.1393939393939394,0.8606060606060606,0.2857142857142857,0.08609271523178808,0.23529411764705882,0.2857142857142857,0.2857142857142857,0.9139072847682119,0.25806451612903225,0.8606060606060606,0.5900000000000001
nofs,unbalanced,groovy-1_6_BETA_1,standard,naive_bayes_gaussian,4,140,11,10,14,151,165,0.12727272727272726,0.8727272727272727,0.2857142857142857,0.0728476821192053,0.26666666666666666,0.2857142857142857,0.2857142857142857,0.9271523178807947,0.27586206896551724,0.8727272727272727,0.41
nofs,unbalanced,groovy-1_6_BETA_1,standard,svm,6,59,92,8,14,151,165,0.6060606060606061,0.3939393939393939,0.42857142857142855,0.609271523178808,0.061224489795918366,0.42857142857142855,0.42857142857142855,0.39072847682119205,0.10714285714285714,0.3939393939393939,0.45
fs,csbboost,hbase-0.94.0,robust,decision_tree,22,129,39,22,44,168,212,0.28773584905660377,0.7122641509433962,0.5,0.23214285714285715,0.36065573770491804,0.5,0.5,0.7678571428571429,0.41904761904761906,0.7122641509433962,0.8789590254706534
fs,csbboost,hbase-0.94.0,robust,naive_bayes_gaussian,15,148,20,29,44,168,212,0.23113207547169812,0.7688679245283019,0.3409090909090909,0.11904761904761904,0.42857142857142855,0.3409090909090909,0.3409090909090909,0.8809523809523809,0.379746835443038,0.7688679245283019,0.46904761904761905
fs,csbboost,hbase-0.94.0,robust,svm,41,64,104,3,44,168,212,0.5047169811320755,0.49528301886792453,0.9318181818181818,0.6190476190476191,0.2827586206896552,0.9318181818181818,0.9318181818181818,0.38095238095238093,0.43386243386243384,0.49528301886792453,0.9454595791805094
nofs,csbboost,hbase-0.94.0,robust,decision_tree,33,148,20,11,44,168,212,0.14622641509433962,0.8537735849056604,0.75,0.11904761904761904,0.6226415094339622,0.75,0.75,0.8809523809523809,0.6804123711340206,0.8537735849056604,0.8575304540420821
nofs,csbboost,hbase-0.94.0,robust,naive_bayes_gaussian,43,2,166,1,44,168,212,0.7877358490566038,0.21226415094339623,0.9772727272727273,0.9880952380952381,0.20574162679425836,0.9772727272727273,0.9772727272727273,0.011904761904761904,0.33992094861660077,0.21226415094339623,0.9071428571428571
nofs,csbboost,hbase-0.94.0,robust,svm,42,32,136,2,44,168,212,0.6509433962264151,0.3490566037735849,0.9545454545454546,0.8095238095238095,0.23595505617977527,0.9545454545454546,0.9545454545454546,0.19047619047619047,0.3783783783783784,0.3490566037735849,0.9761904761904763
fs,csbboost,hbase-0.94.0,standard,decision_tree,22,129,39,22,44,168,212,0.28773584905660377,0.7122641509433962,0.5,0.23214285714285715,0.36065573770491804,0.5,0.5,0.7678571428571429,0.41904761904761906,0.7122641509433962,0.8789590254706534
fs,csbboost,hbase-0.94.0,standard,naive_bayes_gaussian,15,148,20,29,44,168,212,0.23113207547169812,0.7688679245283019,0.3409090909090909,0.11904761904761904,0.42857142857142855,0.3409090909090909,0.3409090909090909,0.8809523809523809,0.379746835443038,0.7688679245283019,0.46904761904761905
fs,csbboost,hbase-0.94.0,standard,svm,42,58,110,2,44,168,212,0.5283018867924528,0.4716981132075472,0.9545454545454546,0.6547619047619048,0.27631578947368424,0.9545454545454546,0.9545454545454546,0.34523809523809523,0.42857142857142855,0.4716981132075472,0.9501661129568106
nofs,csbboost,hbase-0.94.0,standard,decision_tree,33,146,22,11,44,168,212,0.15566037735849056,0.8443396226415094,0.75,0.13095238095238096,0.6,0.75,0.75,0.8690476190476191,0.6666666666666666,0.8443396226415094,0.8575304540420821
nofs,csbboost,hbase-0.94.0,standard,naive_bayes_gaussian,21,136,32,23,44,168,212,0.25943396226415094,0.7405660377358491,0.4772727272727273,0.19047619047619047,0.39622641509433965,0.4772727272727273,0.4772727272727273,0.8095238095238095,0.4329896907216495,0.7405660377358491,0.5493355481727574
nofs,csbboost,hbase-0.94.0,standard,svm,37,78,90,7,44,168,212,0.45754716981132076,0.5424528301886793,0.8409090909090909,0.5357142857142857,0.29133858267716534,0.8409090909090909,0.8409090909090909,0.4642857142857143,0.4327485380116959,0.5424528301886793,0.9096899224806203
fs,hcbou,hbase-0.94.0,robust,decision_tree,34,133,35,10,44,168,212,0.21226415094339623,0.7877358490566038,0.7727272727272727,0.20833333333333334,0.4927536231884058,0.7727272727272727,0.7727272727272727,0.7916666666666666,0.6017699115044248,0.7877358490566038,0.850996677740864
fs,hcbou,hbase-0.94.0,robust,naive_bayes_gaussian,21,147,21,23,44,168,212,0.20754716981132076,0.7924528301886793,0.4772727272727273,0.125,0.5,0.4772727272727273,0.4772727272727273,0.875,0.4883720930232558,0.7924528301886793,0.4777408637873754
fs,hcbou,hbase-0.94.0,robust,svm,42,46,122,2,44,168,212,0.5849056603773585,0.41509433962264153,0.9545454545454546,0.7261904761904762,0.25609756097560976,0.9545454545454546,0.9545454545454546,0.27380952380952384,0.40384615384615385,0.41509433962264153,0.9503875968992247
nofs,hcbou,hbase-0.94.0,robust,decision_tree,25,135,33,19,44,168,212,0.24528301886792453,0.7547169811320755,0.5681818181818182,0.19642857142857142,0.43103448275862066,0.5681818181818182,0.5681818181818182,0.8035714285714286,0.49019607843137253,0.7547169811320755,0.8745847176079735
nofs,hcbou,hbase-0.94.0,robust,naive_bayes_gaussian,44,1,167,0,44,168,212,0.7877358490566038,0.21226415094339623,1.0,0.9940476190476191,0.20853080568720378,1.0,1.0,0.005952380952380952,0.34509803921568627,0.21226415094339623,0.9184385382059801
nofs,hcbou,hbase-0.94.0,robust,svm,40,47,121,4,44,168,212,0.589622641509434,0.41037735849056606,0.9090909090909091,0.7202380952380952,0.2484472049689441,0.9090909090909091,0.9090909090909091,0.27976190476190477,0.3902439024390244,0.41037735849056606,0.9552048726467331
fs,hcbou,hbase-0.94.0,standard,decision_tree,34,134,34,10,44,168,212,0.20754716981132076,0.7924528301886793,0.7727272727272727,0.20238095238095238,0.5,0.7727272727272727,0.7727272727272727,0.7976190476190477,0.6071428571428571,0.7924528301886793,0.850996677740864
fs,hcbou,hbase-0.94.0,standard,naive_bayes_gaussian,21,147,21,23,44,168,212,0.20754716981132076,0.7924528301886793,0.4772727272727273,0.125,0.5,0.4772727272727273,0.4772727272727273,0.875,0.4883720930232558,0.7924528301886793,0.4777408637873754
fs,hcbou,hbase-0.94.0,standard,svm,41,79,89,3,44,168,212,0.4339622641509434,0.5660377358490566,0.9318181818181818,0.5297619047619048,0.3153846153846154,0.9318181818181818,0.9318181818181818,0.47023809523809523,0.47126436781609193,0.5660377358490566,0.9219822812846068
nofs,hcbou,hbase-0.94.0,standard,decision_tree,26,140,28,18,44,168,212,0.2169811320754717,0.7830188679245284,0.5909090909090909,0.16666666666666666,0.48148148148148145,0.5909090909090909,0.5909090909090909,0.8333333333333334,0.5306122448979592,0.7830188679245284,0.872314507198228
nofs,hcbou,hbase-0.94.0,standard,naive_bayes_gaussian,32,130,38,12,44,168,212,0.2358490566037736,0.7641509433962265,0.7272727272727273,0.2261904761904762,0.45714285714285713,0.7272727272727273,0.7272727272727273,0.7738095238095238,0.5614035087719298,0.7641509433962265,0.7129014396456257
nofs,hcbou,hbase-0.94.0,standard,svm,37,85,83,7,44,168,212,0.42452830188679247,0.5754716981132075,0.8409090909090909,0.49404761904761907,0.30833333333333335,0.8409090909090909,0.8409090909090909,0.5059523809523809,0.45121951219512196,0.5754716981132075,0.903156146179402
fs,smote,hbase-0.94.0,robust,decision_tree,32,132,36,12,44,168,212,0.22641509433962265,0.7735849056603774,0.7272727272727273,0.21428571428571427,0.47058823529411764,0.7272727272727273,0.7272727272727273,0.7857142857142857,0.5714285714285714,0.7735849056603774,0.8745847176079735
fs,smote,hbase-0.94.0,robust,naive_bayes_gaussian,17,148,20,27,44,168,212,0.22169811320754718,0.7783018867924528,0.38636363636363635,0.11904761904761904,0.4594594594594595,0.38636363636363635,0.38636363636363635,0.8809523809523809,0.41975308641975306,0.7783018867924528,0.4679955703211517
fs,smote,hbase-0.94.0,robust,svm,42,51,117,2,44,168,212,0.5613207547169812,0.4386792452830189,0.9545454545454546,0.6964285714285714,0.2641509433962264,0.9545454545454546,0.9545454545454546,0.30357142857142855,0.41379310344827586,0.4386792452830189,0.9431893687707641
nofs,smote,hbase-0.94.0,robust,decision_tree,33,137,31,11,44,168,212,0.19811320754716982,0.8018867924528302,0.75,0.18452380952380953,0.515625,0.75,0.75,0.8154761904761905,0.6111111111111112,0.8018867924528302,0.8674418604651162
nofs,smote,hbase-0.94.0,robust,naive_bayes_gaussian,44,1,167,0,44,168,212,0.7877358490566038,0.21226415094339623,1.0,0.9940476190476191,0.20853080568720378,1.0,1.0,0.005952380952380952,0.34509803921568627,0.21226415094339623,0.9404761904761905
nofs,smote,hbase-0.94.0,robust,svm,35,111,57,9,44,168,212,0.3113207547169811,0.6886792452830188,0.7954545454545454,0.3392857142857143,0.3804347826086957,0.7954545454545454,0.7954545454545454,0.6607142857142857,0.5147058823529411,0.6886792452830188,0.9503875968992247
fs,smote,hbase-0.94.0,standard,decision_tree,32,132,36,12,44,168,212,0.22641509433962265,0.7735849056603774,0.7272727272727273,0.21428571428571427,0.47058823529411764,0.7272727272727273,0.7272727272727273,0.7857142857142857,0.5714285714285714,0.7735849056603774,0.8745847176079735
fs,smote,hbase-0.94.0,standard,naive_bayes_gaussian,17,148,20,27,44,168,212,0.22169811320754718,0.7783018867924528,0.38636363636363635,0.11904761904761904,0.4594594594594595,0.38636363636363635,0.38636363636363635,0.8809523809523809,0.41975308641975306,0.7783018867924528,0.4679955703211517
fs,smote,hbase-0.94.0,standard,svm,28,122,46,16,44,168,212,0.29245283018867924,0.7075471698113207,0.6363636363636364,0.27380952380952384,0.3783783783783784,0.6363636363636364,0.6363636363636364,0.7261904761904762,0.4745762711864407,0.7075471698113207,0.9291805094130675
nofs,smote,hbase-0.94.0,standard,decision_tree,33,137,31,11,44,168,212,0.19811320754716982,0.8018867924528302,0.75,0.18452380952380953,0.515625,0.75,0.75,0.8154761904761905,0.6111111111111112,0.8018867924528302,0.8674418604651162
nofs,smote,hbase-0.94.0,standard,naive_bayes_gaussian,20,140,28,24,44,168,212,0.24528301886792453,0.7547169811320755,0.45454545454545453,0.16666666666666666,0.4166666666666667,0.45454545454545453,0.45454545454545453,0.8333333333333334,0.43478260869565216,0.7547169811320755,0.482392026578073
nofs,smote,hbase-0.94.0,standard,svm,37,76,92,7,44,168,212,0.4669811320754717,0.5330188679245284,0.8409090909090909,0.5476190476190477,0.2868217054263566,0.8409090909090909,0.8409090909090909,0.4523809523809524,0.4277456647398844,0.5330188679245284,0.893576965669989
fs,unbalanced,hbase-0.94.0,robust,decision_tree,16,160,8,28,44,168,212,0.16981132075471697,0.8301886792452831,0.36363636363636365,0.047619047619047616,0.6666666666666666,0.36363636363636365,0.36363636363636365,0.9523809523809523,0.47058823529411764,0.8301886792452831,0.5385620915032681
fs,unbalanced,hbase-0.94.0,robust,naive_bayes_gaussian,15,152,16,29,44,168,212,0.21226415094339623,0.7877358490566038,0.3409090909090909,0.09523809523809523,0.4838709677419355,0.3409090909090909,0.3409090909090909,0.9047619047619048,0.4,0.7877358490566038,0.4356209150326797
fs,unbalanced,hbase-0.94.0,robust,svm,29,28,140,15,44,168,212,0.7311320754716981,0.2688679245283019,0.6590909090909091,0.8333333333333334,0.17159763313609466,0.6590909090909091,0.6590909090909091,0.16666666666666666,0.27230046948356806,0.2688679245283019,0.5526143790849674
nofs,unbalanced,hbase-0.94.0,robust,decision_tree,21,147,21,23,44,168,212,0.20754716981132076,0.7924528301886793,0.4772727272727273,0.125,0.5,0.4772727272727273,0.4772727272727273,0.875,0.4883720930232558,0.7924528301886793,0.5702614379084967
nofs,unbalanced,hbase-0.94.0,robust,naive_bayes_gaussian,44,1,167,0,44,168,212,0.7877358490566038,0.21226415094339623,1.0,0.9940476190476191,0.20853080568720378,1.0,1.0,0.005952380952380952,0.34509803921568627,0.21226415094339623,0.9
nofs,unbalanced,hbase-0.94.0,robust,svm,0,168,0,44,44,168,212,0.20754716981132076,0.7924528301886793,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7924528301886793,0.8660130718954248
fs,unbalanced,hbase-0.94.0,standard,decision_tree,16,160,8,28,44,168,212,0.16981132075471697,0.8301886792452831,0.36363636363636365,0.047619047619047616,0.6666666666666666,0.36363636363636365,0.36363636363636365,0.9523809523809523,0.47058823529411764,0.8301886792452831,0.5385620915032681
fs,unbalanced,hbase-0.94.0,standard,naive_bayes_gaussian,15,152,16,29,44,168,212,0.21226415094339623,0.7877358490566038,0.3409090909090909,0.09523809523809523,0.4838709677419355,0.3409090909090909,0.3409090909090909,0.9047619047619048,0.4,0.7877358490566038,0.4356209150326797
fs,unbalanced,hbase-0.94.0,standard,svm,15,122,46,29,44,168,212,0.35377358490566035,0.6462264150943396,0.3409090909090909,0.27380952380952384,0.2459016393442623,0.3409090909090909,0.3409090909090909,0.7261904761904762,0.2857142857142857,0.6462264150943396,0.615359477124183
