route,balancing,dataset,scaler,model,TP,TN,FP,FN,P,N,Total,Error,Exactitud,TP_Rate,FP_Rate,Precision,Recall,Sensibilidad,Especificidad,F1_Score,Accuracy_sklearn,cv_best_score
nofs,unbalanced,hbase-0.94.0,standard,decision_tree,21,147,21,23,44,168,212,0.20754716981132076,0.7924528301886793,0.4772727272727273,0.125,0.5,0.4772727272727273,0.4772727272727273,0.875,0.4883720930232558,0.7924528301886793,0.5643790849673203
nofs,unbalanced,hbase-0.94.0,standard,naive_bayes_gaussian,25,137,31,19,44,168,212,0.2358490566037736,0.7641509433962265,0.5681818181818182,0.18452380952380953,0.44642857142857145,0.5681818181818182,0.5681818181818182,0.8154761904761905,0.5,0.7641509433962265,0.6480392156862745
nofs,unbalanced,hbase-0.94.0,standard,svm,16,146,22,28,44,168,212,0.2358490566037736,0.7641509433962265,0.36363636363636365,0.13095238095238096,0.42105263157894735,0.36363636363636365,0.36363636363636365,0.8690476190476191,0.3902439024390244,0.7641509433962265,0.5395424836601307
fs,csbboost,hive-0.9.0,robust,decision_tree,43,174,53,14,57,227,284,0.23591549295774647,0.7640845070422535,0.7543859649122807,0.23348017621145375,0.4479166666666667,0.7543859649122807,0.7543859649122807,0.7665198237885462,0.5620915032679739,0.7640845070422535,0.8704573934837093
fs,csbboost,hive-0.9.0,robust,naive_bayes_gaussian,6,224,3,51,57,227,284,0.19014084507042253,0.8098591549295775,0.10526315789473684,0.013215859030837005,0.6666666666666666,0.10526315789473684,0.10526315789473684,0.986784140969163,0.18181818181818182,0.8098591549295775,0.12208646616541355
fs,csbboost,hive-0.9.0,robust,svm,39,171,56,18,57,227,284,0.2605633802816901,0.7394366197183099,0.6842105263157895,0.24669603524229075,0.4105263157894737,0.6842105263157895,0.6842105263157895,0.7533039647577092,0.5131578947368421,0.7394366197183099,0.9574561403508772
nofs,csbboost,hive-0.9.0,robust,decision_tree,48,189,38,9,57,227,284,0.16549295774647887,0.8345070422535211,0.8421052631578947,0.16740088105726872,0.5581395348837209,0.8421052631578947,0.8421052631578947,0.8325991189427313,0.6713286713286714,0.8345070422535211,0.8687656641604009
nofs,csbboost,hive-0.9.0,robust,naive_bayes_gaussian,9,223,4,48,57,227,284,0.18309859154929578,0.8169014084507042,0.15789473684210525,0.01762114537444934,0.6923076923076923,0.15789473684210525,0.15789473684210525,0.9823788546255506,0.2571428571428571,0.8169014084507042,0.1468671679197995
nofs,csbboost,hive-0.9.0,robust,svm,43,168,59,14,57,227,284,0.25704225352112675,0.7429577464788732,0.7543859649122807,0.2599118942731278,0.4215686274509804,0.7543859649122807,0.7543859649122807,0.7400881057268722,0.5408805031446541,0.7429577464788732,0.9627819548872181
fs,csbboost,hive-0.9.0,standard,decision_tree,43,174,53,14,57,227,284,0.23591549295774647,0.7640845070422535,0.7543859649122807,0.23348017621145375,0.4479166666666667,0.7543859649122807,0.7543859649122807,0.7665198237885462,0.5620915032679739,0.7640845070422535,0.8704573934837093
fs,csbboost,hive-0.9.0,standard,naive_bayes_gaussian,11,222,5,46,57,227,284,0.1795774647887324,0.8204225352112676,0.19298245614035087,0.022026431718061675,0.6875,0.19298245614035087,0.19298245614035087,0.9779735682819384,0.3013698630136986,0.8204225352112676,0.2724624060150376
fs,csbboost,hive-0.9.0,standard,svm,34,185,42,23,57,227,284,0.22887323943661972,0.7711267605633803,0.5964912280701754,0.18502202643171806,0.4473684210526316,0.5964912280701754,0.5964912280701754,0.8149779735682819,0.5112781954887218,0.7711267605633803,0.8617167919799499
nofs,csbboost,hive-0.9.0,standard,decision_tree,48,189,38,9,57,227,284,0.16549295774647887,0.8345070422535211,0.8421052631578947,0.16740088105726872,0.5581395348837209,0.8421052631578947,0.8421052631578947,0.8325991189427313,0.6713286713286714,0.8345070422535211,0.8687656641604009
nofs,csbboost,hive-0.9.0,standard,naive_bayes_gaussian,15,220,7,42,57,227,284,0.17253521126760563,0.8274647887323944,0.2631578947368421,0.030837004405286344,0.6818181818181818,0.2631578947368421,0.2631578947368421,0.9691629955947136,0.379746835443038,0.8274647887323944,0.3237781954887218
nofs,csbboost,hive-0.9.0,standard,svm,30,193,34,27,57,227,284,0.2147887323943662,0.7852112676056338,0.5263157894736842,0.14977973568281938,0.46875,0.5263157894736842,0.5263157894736842,0.8502202643171806,0.49586776859504134,0.7852112676056338,0.8884711779448621
fs,hcbou,hive-0.9.0,robust,decision_tree,36,190,37,21,57,227,284,0.20422535211267606,0.795774647887324,0.631578947368421,0.16299559471365638,0.4931506849315068,0.631578947368421,0.631578947368421,0.8370044052863436,0.5538461538461539,0.795774647887324,0.8427318295739348
fs,hcbou,hive-0.9.0,robust,naive_bayes_gaussian,5,224,3,52,57,227,284,0.1936619718309859,0.8063380281690141,0.08771929824561403,0.013215859030837005,0.625,0.08771929824561403,0.08771929824561403,0.986784140969163,0.15384615384615385,0.8063380281690141,0.11115288220551375
fs,hcbou,hive-0.9.0,robust,svm,41,175,52,16,57,227,284,0.23943661971830985,0.7605633802816901,0.7192982456140351,0.2290748898678414,0.44086021505376344,0.7192982456140351,0.7192982456140351,0.7709251101321586,0.5466666666666666,0.7605633802816901,0.943577694235589
nofs,hcbou,hive-0.9.0,robust,decision_tree,37,179,48,20,57,227,284,0.23943661971830985,0.7605633802816901,0.6491228070175439,0.21145374449339208,0.43529411764705883,0.6491228070175439,0.6491228070175439,0.788546255506608,0.5211267605633803,0.7605633802816901,0.86203007518797
nofs,hcbou,hive-0.9.0,robust,naive_bayes_gaussian,8,224,3,49,57,227,284,0.18309859154929578,0.8169014084507042,0.14035087719298245,0.013215859030837005,0.7272727272727273,0.14035087719298245,0.14035087719298245,0.986784140969163,0.23529411764705882,0.8169014084507042,0.15354010025062656
nofs,hcbou,hive-0.9.0,robust,svm,45,184,43,12,57,227,284,0.1936619718309859,0.8063380281690141,0.7894736842105263,0.1894273127753304,0.5113636363636364,0.7894736842105263,0.7894736842105263,0.8105726872246696,0.6206896551724138,0.8063380281690141,0.9593358395989975
fs,hcbou,hive-0.9.0,standard,decision_tree,36,190,37,21,57,227,284,0.20422535211267606,0.795774647887324,0.631578947368421,0.16299559471365638,0.4931506849315068,0.631578947368421,0.631578947368421,0.8370044052863436,0.5538461538461539,0.795774647887324,0.8427318295739348
fs,hcbou,hive-0.9.0,standard,naive_bayes_gaussian,10,223,4,47,57,227,284,0.1795774647887324,0.8204225352112676,0.17543859649122806,0.01762114537444934,0.7142857142857143,0.17543859649122806,0.17543859649122806,0.9823788546255506,0.28169014084507044,0.8204225352112676,0.22073934837092732
fs,hcbou,hive-0.9.0,standard,svm,35,185,42,22,57,227,284,0.22535211267605634,0.7746478873239436,0.6140350877192983,0.18502202643171806,0.45454545454545453,0.6140350877192983,0.6140350877192983,0.8149779735682819,0.5223880597014925,0.7746478873239436,0.8515977443609023
nofs,hcbou,hive-0.9.0,standard,decision_tree,41,175,52,16,57,227,284,0.23943661971830985,0.7605633802816901,0.7192982456140351,0.2290748898678414,0.44086021505376344,0.7192982456140351,0.7192982456140351,0.7709251101321586,0.5466666666666666,0.7605633802816901,0.8656015037593985
nofs,hcbou,hive-0.9.0,standard,naive_bayes_gaussian,14,223,4,43,57,227,284,0.16549295774647887,0.8345070422535211,0.24561403508771928,0.01762114537444934,0.7777777777777778,0.24561403508771928,0.24561403508771928,0.9823788546255506,0.37333333333333335,0.8345070422535211,0.2968671679197995
nofs,hcbou,hive-0.9.0,standard,svm,29,201,26,28,57,227,284,0.19014084507042253,0.8098591549295775,0.5087719298245614,0.1145374449339207,0.5272727272727272,0.5087719298245614,0.5087719298245614,0.8854625550660793,0.5178571428571429,0.8098591549295775,0.8887531328320802
fs,smote,hive-0.9.0,robust,decision_tree,43,175,52,14,57,227,284,0.2323943661971831,0.7676056338028169,0.7543859649122807,0.2290748898678414,0.45263157894736844,0.7543859649122807,0.7543859649122807,0.7709251101321586,0.5657894736842105,0.7676056338028169,0.8567669172932331
fs,smote,hive-0.9.0,robust,naive_bayes_gaussian,4,224,3,53,57,227,284,0.19718309859154928,0.8028169014084507,0.07017543859649122,0.013215859030837005,0.5714285714285714,0.07017543859649122,0.07017543859649122,0.986784140969163,0.125,0.8028169014084507,0.1218045112781955
fs,smote,hive-0.9.0,robust,svm,43,169,58,14,57,227,284,0.2535211267605634,0.7464788732394366,0.7543859649122807,0.2555066079295154,0.42574257425742573,0.7543859649122807,0.7543859649122807,0.7444933920704846,0.5443037974683544,0.7464788732394366,0.9574248120300753
nofs,smote,hive-0.9.0,robust,decision_tree,44,171,56,13,57,227,284,0.24295774647887325,0.7570422535211268,0.7719298245614035,0.24669603524229075,0.44,0.7719298245614035,0.7719298245614035,0.7533039647577092,0.5605095541401274,0.7570422535211268,0.8725250626566415
nofs,smote,hive-0.9.0,robust,naive_bayes_gaussian,7,222,5,50,57,227,284,0.1936619718309859,0.8063380281690141,0.12280701754385964,0.022026431718061675,0.5833333333333334,0.12280701754385964,0.12280701754385964,0.9779735682819384,0.2028985507246377,0.8063380281690141,0.18903508771929825
nofs,smote,hive-0.9.0,robust,svm,46,167,60,11,57,227,284,0.25,0.75,0.8070175438596491,0.2643171806167401,0.4339622641509434,0.8070175438596491,0.8070175438596491,0.73568281938326,0.5644171779141104,0.75,0.9610588972431078
fs,smote,hive-0.9.0,standard,decision_tree,43,175,52,14,57,227,284,0.2323943661971831,0.7676056338028169,0.7543859649122807,0.2290748898678414,0.45263157894736844,0.7543859649122807,0.7543859649122807,0.7709251101321586,0.5657894736842105,0.7676056338028169,0.8567669172932331
fs,smote,hive-0.9.0,standard,naive_bayes_gaussian,12,224,3,45,57,227,284,0.16901408450704225,0.8309859154929577,0.21052631578947367,0.013215859030837005,0.8,0.21052631578947367,0.21052631578947367,0.986784140969163,0.3333333333333333,0.8309859154929577,0.2897243107769424
fs,smote,hive-0.9.0,standard,svm,34,191,36,23,57,227,284,0.20774647887323944,0.7922535211267606,0.5964912280701754,0.15859030837004406,0.4857142857142857,0.5964912280701754,0.5964912280701754,0.8414096916299559,0.5354330708661418,0.7922535211267606,0.8443609022556391
nofs,smote,hive-0.9.0,standard,decision_tree,44,171,56,13,57,227,284,0.24295774647887325,0.7570422535211268,0.7719298245614035,0.24669603524229075,0.44,0.7719298245614035,0.7719298245614035,0.7533039647577092,0.5605095541401274,0.7570422535211268,0.8742794486215539
nofs,smote,hive-0.9.0,standard,naive_bayes_gaussian,17,218,9,40,57,227,284,0.17253521126760563,0.8274647887323944,0.2982456140350877,0.039647577092511016,0.6538461538461539,0.2982456140350877,0.2982456140350877,0.960352422907489,0.40963855421686746,0.8274647887323944,0.3516290726817043
nofs,smote,hive-0.9.0,standard,svm,57,64,163,0,57,227,284,0.573943661971831,0.426056338028169,1.0,0.7180616740088106,0.2590909090909091,1.0,1.0,0.28193832599118945,0.41155234657039713,0.426056338028169,0.9964285714285713
fs,unbalanced,hive-0.9.0,robust,decision_tree,36,206,21,21,57,227,284,0.14788732394366197,0.852112676056338,0.631578947368421,0.09251101321585903,0.631578947368421,0.631578947368421,0.631578947368421,0.9074889867841409,0.631578947368421,0.852112676056338,0.6017786561264822
fs,unbalanced,hive-0.9.0,robust,naive_bayes_gaussian,5,224,3,52,57,227,284,0.1936619718309859,0.8063380281690141,0.08771929824561403,0.013215859030837005,0.625,0.08771929824561403,0.08771929824561403,0.986784140969163,0.15384615384615385,0.8063380281690141,0.11897233201581028
fs,unbalanced,hive-0.9.0,robust,svm,51,4,223,6,57,227,284,0.8063380281690141,0.1936619718309859,0.8947368421052632,0.9823788546255506,0.18613138686131386,0.8947368421052632,0.8947368421052632,0.01762114537444934,0.3081570996978852,0.1936619718309859,0.6830039525691699
nofs,unbalanced,hive-0.9.0,robust,decision_tree,38,205,22,19,57,227,284,0.1443661971830986,0.8556338028169014,0.6666666666666666,0.09691629955947137,0.6333333333333333,0.6666666666666666,0.6666666666666666,0.9030837004405287,0.6495726495726496,0.8556338028169014,0.6278656126482214
nofs,unbalanced,hive-0.9.0,robust,naive_bayes_gaussian,7,224,3,50,57,227,284,0.18661971830985916,0.8133802816901409,0.12280701754385964,0.013215859030837005,0.7,0.12280701754385964,0.12280701754385964,0.986784140969163,0.208955223880597,0.8133802816901409,0.14545454545454545
nofs,unbalanced,hive-0.9.0,robust,svm,14,212,15,43,57,227,284,0.20422535211267606,0.795774647887324,0.24561403508771928,0.06607929515418502,0.4827586206896552,0.24561403508771928,0.24561403508771928,0.933920704845815,0.32558139534883723,0.795774647887324,0.7047430830039526
fs,unbalanced,hive-0.9.0,standard,decision_tree,31,198,29,26,57,227,284,0.1936619718309859,0.8063380281690141,0.543859649122807,0.1277533039647577,0.5166666666666667,0.543859649122807,0.543859649122807,0.8722466960352423,0.5299145299145299,0.8063380281690141,0.6021739130434782
fs,unbalanced,hive-0.9.0,standard,naive_bayes_gaussian,12,223,4,45,57,227,284,0.17253521126760563,0.8274647887323944,0.21052631578947367,0.01762114537444934,0.75,0.21052631578947367,0.21052631578947367,0.9823788546255506,0.3287671232876712,0.8274647887323944,0.29209486166007903
fs,unbalanced,hive-0.9.0,standard,svm,31,154,73,26,57,227,284,0.3485915492957746,0.6514084507042254,0.543859649122807,0.32158590308370044,0.2980769230769231,0.543859649122807,0.543859649122807,0.6784140969162996,0.38509316770186336,0.6514084507042254,0.6144268774703557
nofs,unbalanced,hive-0.9.0,standard,decision_tree,39,205,22,18,57,227,284,0.14084507042253522,0.8591549295774648,0.6842105263157895,0.09691629955947137,0.639344262295082,0.6842105263157895,0.6842105263157895,0.9030837004405287,0.6610169491525424,0.8591549295774648,0.6278656126482214
nofs,unbalanced,hive-0.9.0,standard,naive_bayes_gaussian,15,222,5,42,57,227,284,0.16549295774647887,0.8345070422535211,0.2631578947368421,0.022026431718061675,0.75,0.2631578947368421,0.2631578947368421,0.9779735682819384,0.38961038961038963,0.8345070422535211,0.3446640316205533
nofs,unbalanced,hive-0.9.0,standard,svm,27,210,17,30,57,227,284,0.16549295774647887,0.8345070422535211,0.47368421052631576,0.07488986784140969,0.6136363636363636,0.47368421052631576,0.47368421052631576,0.9251101321585903,0.5346534653465347,0.8345070422535211,0.5454545454545454
fs,csbboost,jruby-1.1,robust,decision_tree,10,114,16,7,17,130,147,0.1564625850340136,0.8435374149659864,0.5882352941176471,0.12307692307692308,0.38461538461538464,0.5882352941176471,0.5882352941176471,0.8769230769230769,0.46511627906976744,0.8435374149659864,0.9350574712643678
fs,csbboost,jruby-1.1,robust,naive_bayes_gaussian,12,121,9,5,17,130,147,0.09523809523809523,0.9047619047619048,0.7058823529411765,0.06923076923076923,0.5714285714285714,0.7058823529411765,0.7058823529411765,0.9307692307692308,0.631578947368421,0.9047619047619048,0.6542528735632185
fs,csbboost,jruby-1.1,robust,svm,17,56,74,0,17,130,147,0.5034013605442177,0.4965986394557823,1.0,0.5692307692307692,0.18681318681318682,1.0,1.0,0.4307692307692308,0.3148148148148148,0.4965986394557823,0.9698850574712644
nofs,csbboost,jruby-1.1,robust,decision_tree,15,104,26,2,17,130,147,0.19047619047619047,0.8095238095238095,0.8823529411764706,0.2,0.36585365853658536,0.8823529411764706,0.8823529411764706,0.8,0.5172413793103449,0.8095238095238095,0.9760919540229885
nofs,csbboost,jruby-1.1,robust,naive_bayes_gaussian,1,130,0,16,17,130,147,0.10884353741496598,0.891156462585034,0.058823529411764705,0.0,1.0,0.058823529411764705,0.058823529411764705,1.0,0.1111111111111111,0.891156462585034,0.037701149425287364
nofs,csbboost,jruby-1.1,robust,svm,12,95,35,5,17,130,147,0.272108843537415,0.7278911564625851,0.7058823529411765,0.2692307692307692,0.2553191489361702,0.7058823529411765,0.7058823529411765,0.7307692307692307,0.375,0.7278911564625851,0.9932183908045978
fs,csbboost,jruby-1.1,standard,decision_tree,10,114,16,7,17,130,147,0.1564625850340136,0.8435374149659864,0.5882352941176471,0.12307692307692308,0.38461538461538464,0.5882352941176471,0.5882352941176471,0.8769230769230769,0.46511627906976744,0.8435374149659864,0.9350574712643678
fs,csbboost,jruby-1.1,standard,naive_bayes_gaussian,12,121,9,5,17,130,147,0.09523809523809523,0.9047619047619048,0.7058823529411765,0.06923076923076923,0.5714285714285714,0.7058823529411765,0.7058823529411765,0.9307692307692308,0.631578947368421,0.9047619047619048,0.6542528735632185
fs,csbboost,jruby-1.1,standard,svm,15,85,45,2,17,130,147,0.3197278911564626,0.6802721088435374,0.8823529411764706,0.34615384615384615,0.25,0.8823529411764706,0.8823529411764706,0.6538461538461539,0.38961038961038963,0.6802721088435374,0.969655172413793
nofs,csbboost,jruby-1.1,standard,decision_tree,15,104,26,2,17,130,147,0.19047619047619047,0.8095238095238095,0.8823529411764706,0.2,0.36585365853658536,0.8823529411764706,0.8823529411764706,0.8,0.5172413793103449,0.8095238095238095,0.9760919540229885
nofs,csbboost,jruby-1.1,standard,naive_bayes_gaussian,11,123,7,6,17,130,147,0.08843537414965986,0.9115646258503401,0.6470588235294118,0.05384615384615385,0.6111111111111112,0.6470588235294118,0.6470588235294118,0.9461538461538461,0.6285714285714286,0.9115646258503401,0.6371264367816092
nofs,csbboost,jruby-1.1,standard,svm,11,117,13,6,17,130,147,0.1292517006802721,0.8707482993197279,0.6470588235294118,0.1,0.4583333333333333,0.6470588235294118,0.6470588235294118,0.9,0.5365853658536586,0.8707482993197279,0.9760919540229885
fs,hcbou,jruby-1.1,robust,decision_tree,11,108,22,6,17,130,147,0.19047619047619047,0.8095238095238095,0.6470588235294118,0.16923076923076924,0.3333333333333333,0.6470588235294118,0.6470588235294118,0.8307692307692308,0.44,0.8095238095238095,0.9386206896551725
fs,hcbou,jruby-1.1,robust,naive_bayes_gaussian,10,123,7,7,17,130,147,0.09523809523809523,0.9047619047619048,0.5882352941176471,0.05384615384615385,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.9461538461538461,0.5882352941176471,0.9047619047619048,0.575287356321839
fs,hcbou,jruby-1.1,robust,svm,13,114,16,4,17,130,147,0.1360544217687075,0.8639455782312925,0.7647058823529411,0.12307692307692308,0.4482758620689655,0.7647058823529411,0.7647058823529411,0.8769230769230769,0.5652173913043478,0.8639455782312925,0.9864367816091952
nofs,hcbou,jruby-1.1,robust,decision_tree,10,112,18,7,17,130,147,0.17006802721088435,0.8299319727891157,0.5882352941176471,0.13846153846153847,0.35714285714285715,0.5882352941176471,0.5882352941176471,0.8615384615384616,0.4444444444444444,0.8299319727891157,0.9348275862068964
nofs,hcbou,jruby-1.1,robust,naive_bayes_gaussian,1,130,0,16,17,130,147,0.10884353741496598,0.891156462585034,0.058823529411764705,0.0,1.0,0.058823529411764705,0.058823529411764705,1.0,0.1111111111111111,0.891156462585034,0.04459770114942529
nofs,hcbou,jruby-1.1,robust,svm,12,109,21,5,17,130,147,0.17687074829931973,0.8231292517006803,0.7058823529411765,0.16153846153846155,0.36363636363636365,0.7058823529411765,0.7058823529411765,0.8384615384615385,0.48,0.8231292517006803,0.9828735632183907
fs,hcbou,jruby-1.1,standard,decision_tree,11,108,22,6,17,130,147,0.19047619047619047,0.8095238095238095,0.6470588235294118,0.16923076923076924,0.3333333333333333,0.6470588235294118,0.6470588235294118,0.8307692307692308,0.44,0.8095238095238095,0.9386206896551725
fs,hcbou,jruby-1.1,standard,naive_bayes_gaussian,10,123,7,7,17,130,147,0.09523809523809523,0.9047619047619048,0.5882352941176471,0.05384615384615385,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.9461538461538461,0.5882352941176471,0.9047619047619048,0.575287356321839
fs,hcbou,jruby-1.1,standard,svm,15,80,50,2,17,130,147,0.35374149659863946,0.6462585034013606,0.8823529411764706,0.38461538461538464,0.23076923076923078,0.8823529411764706,0.8823529411764706,0.6153846153846154,0.36585365853658536,0.6462585034013606,0.9932183908045976
nofs,hcbou,jruby-1.1,standard,decision_tree,10,112,18,7,17,130,147,0.17006802721088435,0.8299319727891157,0.5882352941176471,0.13846153846153847,0.35714285714285715,0.5882352941176471,0.5882352941176471,0.8615384615384616,0.4444444444444444,0.8299319727891157,0.9348275862068964
nofs,hcbou,jruby-1.1,standard,naive_bayes_gaussian,11,124,6,6,17,130,147,0.08163265306122448,0.9183673469387755,0.6470588235294118,0.046153846153846156,0.6470588235294118,0.6470588235294118,0.6470588235294118,0.9538461538461539,0.6470588235294118,0.9183673469387755,0.5994252873563218
nofs,hcbou,jruby-1.1,standard,svm,8,121,9,9,17,130,147,0.12244897959183673,0.8775510204081632,0.47058823529411764,0.06923076923076923,0.47058823529411764,0.47058823529411764,0.47058823529411764,0.9307692307692308,0.47058823529411764,0.8775510204081632,0.9519540229885057
fs,smote,jruby-1.1,robust,decision_tree,11,117,13,6,17,130,147,0.1292517006802721,0.8707482993197279,0.6470588235294118,0.1,0.4583333333333333,0.6470588235294118,0.6470588235294118,0.9,0.5365853658536586,0.8707482993197279,0.9281609195402298
fs,smote,jruby-1.1,robust,naive_bayes_gaussian,11,121,9,6,17,130,147,0.10204081632653061,0.8979591836734694,0.6470588235294118,0.06923076923076923,0.55,0.6470588235294118,0.6470588235294118,0.9307692307692308,0.5945945945945946,0.8979591836734694,0.6573563218390805
fs,smote,jruby-1.1,robust,svm,14,115,15,3,17,130,147,0.12244897959183673,0.8775510204081632,0.8235294117647058,0.11538461538461539,0.4827586206896552,0.8235294117647058,0.8235294117647058,0.8846153846153846,0.6086956521739131,0.8775510204081632,0.9829885057471264
nofs,smote,jruby-1.1,robust,decision_tree,11,120,10,6,17,130,147,0.10884353741496598,0.891156462585034,0.6470588235294118,0.07692307692307693,0.5238095238095238,0.6470588235294118,0.6470588235294118,0.9230769230769231,0.5789473684210527,0.891156462585034,0.9078160919540231
nofs,smote,jruby-1.1,robust,naive_bayes_gaussian,1,130,0,16,17,130,147,0.10884353741496598,0.891156462585034,0.058823529411764705,0.0,1.0,0.058823529411764705,0.058823529411764705,1.0,0.1111111111111111,0.891156462585034,0.04781609195402299
nofs,smote,jruby-1.1,robust,svm,13,100,30,4,17,130,147,0.23129251700680273,0.7687074829931972,0.7647058823529411,0.23076923076923078,0.3023255813953488,0.7647058823529411,0.7647058823529411,0.7692307692307693,0.43333333333333335,0.7687074829931972,0.9863218390804598
fs,smote,jruby-1.1,standard,decision_tree,11,117,13,6,17,130,147,0.1292517006802721,0.8707482993197279,0.6470588235294118,0.1,0.4583333333333333,0.6470588235294118,0.6470588235294118,0.9,0.5365853658536586,0.8707482993197279,0.9248275862068965
fs,smote,jruby-1.1,standard,naive_bayes_gaussian,11,121,9,6,17,130,147,0.10204081632653061,0.8979591836734694,0.6470588235294118,0.06923076923076923,0.55,0.6470588235294118,0.6470588235294118,0.9307692307692308,0.5945945945945946,0.8979591836734694,0.6573563218390805
fs,smote,jruby-1.1,standard,svm,12,117,13,5,17,130,147,0.12244897959183673,0.8775510204081632,0.7058823529411765,0.1,0.48,0.7058823529411765,0.7058823529411765,0.9,0.5714285714285714,0.8775510204081632,0.9726436781609197
nofs,smote,jruby-1.1,standard,decision_tree,10,120,10,7,17,130,147,0.11564625850340136,0.8843537414965986,0.5882352941176471,0.07692307692307693,0.5,0.5882352941176471,0.5882352941176471,0.9230769230769231,0.5405405405405406,0.8843537414965986,0.9214942528735633
nofs,smote,jruby-1.1,standard,naive_bayes_gaussian,11,124,6,6,17,130,147,0.08163265306122448,0.9183673469387755,0.6470588235294118,0.046153846153846156,0.6470588235294118,0.6470588235294118,0.6470588235294118,0.9538461538461539,0.6470588235294118,0.9183673469387755,0.6233333333333333
nofs,smote,jruby-1.1,standard,svm,9,122,8,8,17,130,147,0.10884353741496598,0.891156462585034,0.5294117647058824,0.06153846153846154,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.9384615384615385,0.5294117647058824,0.891156462585034,0.9656321839080461
fs,unbalanced,jruby-1.1,robust,decision_tree,9,123,7,8,17,130,147,0.10204081632653061,0.8979591836734694,0.5294117647058824,0.05384615384615385,0.5625,0.5294117647058824,0.5294117647058824,0.9461538461538461,0.5454545454545454,0.8979591836734694,0.6285714285714286
fs,unbalanced,jruby-1.1,robust,naive_bayes_gaussian,12,122,8,5,17,130,147,0.08843537414965986,0.9115646258503401,0.7058823529411765,0.06153846153846154,0.6,0.7058823529411765,0.7058823529411765,0.9384615384615385,0.6486486486486487,0.9115646258503401,0.6142857142857143
fs,unbalanced,jruby-1.1,robust,svm,10,123,7,7,17,130,147,0.09523809523809523,0.9047619047619048,0.5882352941176471,0.05384615384615385,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.9461538461538461,0.5882352941176471,0.9047619047619048,0.657142857142857
nofs,unbalanced,jruby-1.1,robust,decision_tree,7,124,6,10,17,130,147,0.10884353741496598,0.891156462585034,0.4117647058823529,0.046153846153846156,0.5384615384615384,0.4117647058823529,0.4117647058823529,0.9538461538461539,0.4666666666666667,0.891156462585034,0.5285714285714287
nofs,unbalanced,jruby-1.1,robust,naive_bayes_gaussian,2,130,0,15,17,130,147,0.10204081632653061,0.8979591836734694,0.11764705882352941,0.0,1.0,0.11764705882352941,0.11764705882352941,1.0,0.21052631578947367,0.8979591836734694,0.04285714285714286
nofs,unbalanced,jruby-1.1,robust,svm,6,129,1,11,17,130,147,0.08163265306122448,0.9183673469387755,0.35294117647058826,0.007692307692307693,0.8571428571428571,0.35294117647058826,0.35294117647058826,0.9923076923076923,0.5,0.9183673469387755,0.6571428571428571
fs,unbalanced,jruby-1.1,standard,decision_tree,9,123,7,8,17,130,147,0.10204081632653061,0.8979591836734694,0.5294117647058824,0.05384615384615385,0.5625,0.5294117647058824,0.5294117647058824,0.9461538461538461,0.5454545454545454,0.8979591836734694,0.6285714285714286
fs,unbalanced,jruby-1.1,standard,naive_bayes_gaussian,12,122,8,5,17,130,147,0.08843537414965986,0.9115646258503401,0.7058823529411765,0.06153846153846154,0.6,0.7058823529411765,0.7058823529411765,0.9384615384615385,0.6486486486486487,0.9115646258503401,0.6142857142857143
fs,unbalanced,jruby-1.1,standard,svm,10,127,3,7,17,130,147,0.06802721088435375,0.9319727891156463,0.5882352941176471,0.023076923076923078,0.7692307692307693,0.5882352941176471,0.5882352941176471,0.9769230769230769,0.6666666666666666,0.9319727891156463,0.5571428571428572
nofs,unbalanced,jruby-1.1,standard,decision_tree,7,124,6,10,17,130,147,0.10884353741496598,0.891156462585034,0.4117647058823529,0.046153846153846156,0.5384615384615384,0.4117647058823529,0.4117647058823529,0.9538461538461539,0.4666666666666667,0.891156462585034,0.5285714285714287
nofs,unbalanced,jruby-1.1,standard,naive_bayes_gaussian,11,124,6,6,17,130,147,0.08163265306122448,0.9183673469387755,0.6470588235294118,0.046153846153846156,0.6470588235294118,0.6470588235294118,0.6470588235294118,0.9538461538461539,0.6470588235294118,0.9183673469387755,0.6
nofs,unbalanced,jruby-1.1,standard,svm,10,126,4,7,17,130,147,0.07482993197278912,0.9251700680272109,0.5882352941176471,0.03076923076923077,0.7142857142857143,0.5882352941176471,0.5882352941176471,0.9692307692307692,0.6451612903225806,0.9251700680272109,0.5142857142857143
fs,csbboost,wicket-1.3.0-beta2,robust,decision_tree,12,292,35,14,26,327,353,0.1388101983002833,0.8611898016997167,0.46153846153846156,0.10703363914373089,0.2553191489361702,0.46153846153846156,0.46153846153846156,0.8929663608562691,0.3287671232876712,0.8611898016997167,0.9135010060362173
fs,csbboost,wicket-1.3.0-beta2,robust,naive_bayes_gaussian,9,293,34,17,26,327,353,0.14447592067988668,0.8555240793201133,0.34615384615384615,0.10397553516819572,0.20930232558139536,0.34615384615384615,0.34615384615384615,0.8960244648318043,0.2608695652173913,0.8555240793201133,0.5375653923541248
